blog_code,segment,impressions,clicks,ctr
8272,(unmatched),7,0,0.000000
8273,(unmatched),194,0,0.000000
8274,(unmatched),14,0,0.000000
8276,(unmatched),32,0,0.000000
8280,(unmatched),7,0,0.000000
8281,(unmatched),35,0,0.000000
8283,(unmatched),37,0,0.000000
8285,(unmatched),96,0,0.000000
8286,(unmatched),190,0,0.000000
8288,(unmatched),32,0,0.000000
8289,(unmatched),4,0,0.000000
8291,(unmatched),15,0,0.000000
8294,(unmatched),36,0,0.000000
8295,(unmatched),4,0,0.000000
8301,(unmatched),7,0,0.000000
8303,(unmatched),7,0,0.000000
8304,(unmatched),7,0,0.000000
8311,(unmatched),4,0,0.000000
8312,(unmatched),108,0,0.000000
8314,(unmatched),1211,4,0.003303
8315,(unmatched),4,0,0.000000
8318,(unmatched),689,0,0.000000
8319,(unmatched),23,0,0.000000
8320,(unmatched),7,0,0.000000
8321,(unmatched),1129,0,0.000000
8322,(unmatched),27,0,0.000000
8323,(unmatched),4,0,0.000000
8325,(unmatched),21,0,0.000000
8330,(unmatched),4,0,0.000000
8337,(unmatched),29,0,0.000000
8348,(unmatched),4,0,0.000000
8350,(unmatched),11,0,0.000000
8352,(unmatched),7,0,0.000000
8355,(unmatched),777,0,0.000000
8356,(unmatched),7,0,0.000000
8362,(unmatched),11,0,0.000000
8369,(unmatched),41,0,0.000000
8370,(unmatched),12,0,0.000000
8372,(unmatched),4,0,0.000000
8373,(unmatched),18,0,0.000000
8376,(unmatched),4,0,0.000000
8377,(unmatched),8,0,0.000000
8378,(unmatched),14,0,0.000000
8379,(unmatched),162,0,0.000000
8381,(unmatched),28,0,0.000000
8383,(unmatched),32,0,0.000000
8385,(unmatched),14,0,0.000000
8390,(unmatched),974,4,0.004107
8394,(unmatched),1958,0,0.000000
8396,(unmatched),49,0,0.000000
8397,(unmatched),129,0,0.000000
8398,(unmatched),15,0,0.000000
8399,(unmatched),148,0,0.000000
8400,(unmatched),18,0,0.000000
8403,(unmatched),4,0,0.000000
8404,(unmatched),4,0,0.000000
8412,(unmatched),21,0,0.000000
8417,(unmatched),11,0,0.000000
8419,(unmatched),4,0,0.000000
8421,(unmatched),44,0,0.000000
8422,(unmatched),4,0,0.000000
8424,(unmatched),25,0,0.000000
8425,(unmatched),92,0,0.000000
8434,(unmatched),7,0,0.000000
8436,(unmatched),4,0,0.000000
8438,(unmatched),46,0,0.000000
8450,(unmatched),4,0,0.000000
8457,(unmatched),182,4,0.021978
8460,(unmatched),11,0,0.000000
8462,(unmatched),11,0,0.000000
8467,(unmatched),8,0,0.000000
8468,(unmatched),7,0,0.000000
8470,(unmatched),22,0,0.000000
8471,(unmatched),7,0,0.000000
8478,(unmatched),15,0,0.000000
8479,(unmatched),4,0,0.000000
8480,(unmatched),81,0,0.000000
8482,(unmatched),586,0,0.000000
8484,(unmatched),4,0,0.000000
8485,(unmatched),4,0,0.000000
8486,(unmatched),32,0,0.000000
8487,(unmatched),7,4,0.571429
8493,(unmatched),7,0,0.000000
8494,(unmatched),4,0,0.000000
8496,(unmatched),58,0,0.000000
8498,(unmatched),4,0,0.000000
8499,(unmatched),187,0,0.000000
8501,(unmatched),162,0,0.000000
8502,(unmatched),11,0,0.000000
8507,(unmatched),7,0,0.000000
8508,(unmatched),88,0,0.000000
8509,(unmatched),4,0,0.000000
8511,(unmatched),4,0,0.000000
8513,(unmatched),14,0,0.000000
8514,(unmatched),4,0,0.000000
8520,(unmatched),207,0,0.000000
8523,(unmatched),28,0,0.000000
8528,(unmatched),4,0,0.000000
8536,(unmatched),71,0,0.000000
8537,(unmatched),4,0,0.000000
8539,(unmatched),7,0,0.000000
8541,(unmatched),4,0,0.000000
8543,(unmatched),5538,11,0.001986
8544,(unmatched),25,4,0.160000
8546,(unmatched),28,0,0.000000
8548,(unmatched),8,0,0.000000
8549,(unmatched),78,0,0.000000
8550,(unmatched),4,0,0.000000
8551,(unmatched),436,0,0.000000
8554,(unmatched),78,0,0.000000
8559,(unmatched),14,0,0.000000
8560,(unmatched),212,0,0.000000
8562,(unmatched),7,0,0.000000
8563,(unmatched),14,0,0.000000
8564,(unmatched),4,0,0.000000
8566,(unmatched),533,0,0.000000
8569,(unmatched),11,0,0.000000
8571,(unmatched),8,0,0.000000
8572,(unmatched),29,0,0.000000
8573,(unmatched),4,0,0.000000
8575,(unmatched),147,0,0.000000
8577,(unmatched),217,0,0.000000
8578,(unmatched),265,0,0.000000
8579,(unmatched),49,0,0.000000
8580,(unmatched),32,0,0.000000
8581,(unmatched),4,0,0.000000
8582,(unmatched),4,0,0.000000
8583,(unmatched),35,0,0.000000
8585,(unmatched),4,0,0.000000
8586,(unmatched),4,0,0.000000
8589,(unmatched),652,0,0.000000
8590,(unmatched),11,0,0.000000
8591,(unmatched),4,0,0.000000
8594,(unmatched),364,0,0.000000
8595,(unmatched),35,0,0.000000
8596,(unmatched),8,0,0.000000
8604,(unmatched),61,0,0.000000
8607,(unmatched),4,0,0.000000
8611,(unmatched),4,0,0.000000
8612,(unmatched),11,0,0.000000
8614,(unmatched),8,0,0.000000
8615,(unmatched),4,0,0.000000
8616,(unmatched),1738,4,0.002301
8619,(unmatched),517,0,0.000000
8621,(unmatched),18,0,0.000000
8625,(unmatched),4,0,0.000000
8628,(unmatched),32,0,0.000000
8629,(unmatched),21,0,0.000000
8630,(unmatched),7,0,0.000000
8631,(unmatched),1363,0,0.000000
8632,(unmatched),371,0,0.000000
8633,(unmatched),4,0,0.000000
8636,(unmatched),7,0,0.000000
8637,(unmatched),8,0,0.000000
8638,(unmatched),1301,0,0.000000
8643,(unmatched),55,0,0.000000
8644,(unmatched),135,4,0.029630
8645,(unmatched),18,0,0.000000
8647,(unmatched),4,0,0.000000
8649,(unmatched),64,0,0.000000
8653,(unmatched),84,0,0.000000
8666,(unmatched),19,0,0.000000
8670,(unmatched),25,0,0.000000
8672,(unmatched),27,0,0.000000
8677,(unmatched),176,0,0.000000
8679,(unmatched),14,0,0.000000
8680,(unmatched),121,0,0.000000
8683,(unmatched),14,0,0.000000
8685,(unmatched),14,0,0.000000
8688,(unmatched),11,0,0.000000
8690,(unmatched),11,0,0.000000
8691,(unmatched),18,0,0.000000
8694,(unmatched),7,0,0.000000
8695,(unmatched),15,0,0.000000
8700,(unmatched),29,0,0.000000
8702,(unmatched),465,0,0.000000
8704,(unmatched),4,0,0.000000
8705,(unmatched),4,0,0.000000
8710,(unmatched),4,0,0.000000
8713,(unmatched),4,0,0.000000
8717,(unmatched),4,0,0.000000
8721,(unmatched),4,0,0.000000
8724,(unmatched),50,0,0.000000
8728,(unmatched),4,0,0.000000
8730,(unmatched),18,0,0.000000
8731,(unmatched),62,0,0.000000
8733,(unmatched),4,0,0.000000
8737,(unmatched),11,0,0.000000
8739,(unmatched),64,0,0.000000
8740,(unmatched),404,0,0.000000
8741,(unmatched),25,0,0.000000
8743,(unmatched),405,4,0.009877
8744,(unmatched),4,0,0.000000
8745,(unmatched),72,0,0.000000
8748,(unmatched),4,0,0.000000
8753,(unmatched),500,0,0.000000
8754,(unmatched),67,0,0.000000
8755,(unmatched),8,0,0.000000
8756,(unmatched),86,0,0.000000
8757,(unmatched),106,0,0.000000
8758,(unmatched),4,0,0.000000
8759,(unmatched),67,0,0.000000
8765,(unmatched),772,0,0.000000
8767,(unmatched),4,0,0.000000
8777,(unmatched),4,0,0.000000
8785,(unmatched),252,4,0.015873
8789,(unmatched),173,0,0.000000
8791,(unmatched),8,0,0.000000
8795,(unmatched),67,0,0.000000
8796,(unmatched),131,0,0.000000
8800,(unmatched),12,0,0.000000
8802,(unmatched),4,0,0.000000
8804,(unmatched),26,0,0.000000
8805,(unmatched),8,0,0.000000
8807,(unmatched),19,0,0.000000
8810,(unmatched),35,0,0.000000
8812,(unmatched),7,0,0.000000
8815,(unmatched),37,0,0.000000
8816,(unmatched),4,0,0.000000
8819,(unmatched),60,0,0.000000
8822,(unmatched),86,0,0.000000
8823,(unmatched),169,0,0.000000
8825,(unmatched),211,0,0.000000
8826,(unmatched),7,0,0.000000
8828,(unmatched),45,0,0.000000
8830,(unmatched),32,0,0.000000
8831,(unmatched),39,0,0.000000
8836,(unmatched),25,0,0.000000
8840,(unmatched),22,0,0.000000
8844,(unmatched),18,0,0.000000
8848,(unmatched),4,0,0.000000
8850,(unmatched),124,0,0.000000
8851,(unmatched),4,0,0.000000
8853,(unmatched),7,0,0.000000
8854,(unmatched),11,0,0.000000
8855,(unmatched),289,0,0.000000
8856,(unmatched),4,0,0.000000
8859,(unmatched),75,0,0.000000
8860,(unmatched),357,4,0.011204
8863,(unmatched),200,0,0.000000
8864,(unmatched),4,0,0.000000
8868,(unmatched),22,0,0.000000
8869,(unmatched),18,0,0.000000
8870,(unmatched),102,0,0.000000
8871,(unmatched),11,0,0.000000
8875,(unmatched),12,0,0.000000
8881,(unmatched),50,0,0.000000
8883,(unmatched),40,0,0.000000
8885,(unmatched),166,0,0.000000
8886,(unmatched),454,0,0.000000
8888,(unmatched),87,0,0.000000
8889,(unmatched),7,0,0.000000
8890,(unmatched),1503,4,0.002661
8893,(unmatched),11,0,0.000000
8894,(unmatched),4,0,0.000000
8895,(unmatched),4,0,0.000000
8896,(unmatched),78,0,0.000000
8898,(unmatched),18,0,0.000000
8900,(unmatched),36,0,0.000000
8905,(unmatched),7,0,0.000000
8906,(unmatched),28,0,0.000000
8907,(unmatched),4,0,0.000000
8910,(unmatched),14,0,0.000000
8912,(unmatched),18,0,0.000000
8913,(unmatched),4,0,0.000000
8915,(unmatched),35,0,0.000000
8916,(unmatched),67,0,0.000000
8917,(unmatched),11,0,0.000000
8919,(unmatched),11,0,0.000000
8923,(unmatched),25,0,0.000000
8924,(unmatched),71,4,0.056338
8926,(unmatched),15,0,0.000000
8928,(unmatched),14,0,0.000000
8931,(unmatched),11,0,0.000000
8935,(unmatched),32,0,0.000000
8936,(unmatched),18,0,0.000000
8937,(unmatched),104,0,0.000000
8938,(unmatched),26,0,0.000000
8940,(unmatched),149,0,0.000000
8944,(unmatched),4,0,0.000000
8947,(unmatched),53,0,0.000000
8949,(unmatched),8,0,0.000000
8953,(unmatched),39,0,0.000000
8954,(unmatched),146,0,0.000000
8955,(unmatched),81,0,0.000000
8957,(unmatched),64,0,0.000000
8958,(unmatched),54,4,0.074074
8959,(unmatched),29,0,0.000000
8960,(unmatched),7,0,0.000000
8961,(unmatched),7,0,0.000000
8962,(unmatched),71,0,0.000000
8963,(unmatched),7,0,0.000000
8966,(unmatched),18,0,0.000000
8967,(unmatched),64,0,0.000000
8973,(unmatched),47,0,0.000000
8977,(unmatched),19,0,0.000000
8978,(unmatched),14,0,0.000000
8981,(unmatched),4,0,0.000000
8983,(unmatched),14,0,0.000000
8984,(unmatched),152,0,0.000000
8986,(unmatched),4,0,0.000000
8987,(unmatched),110,0,0.000000
8988,(unmatched),4,0,0.000000
8989,(unmatched),7,0,0.000000
8997,(unmatched),134,0,0.000000
8998,(unmatched),14,0,0.000000
9000,(unmatched),104,0,0.000000
9001,(unmatched),77,0,0.000000
9004,(unmatched),21,0,0.000000
9006,(unmatched),96,0,0.000000
9009,(unmatched),32,0,0.000000
9010,(unmatched),14,0,0.000000
9017,(unmatched),214,0,0.000000
9018,(unmatched),50,0,0.000000
9020,(unmatched),14,0,0.000000
9021,(unmatched),88,0,0.000000
9023,(unmatched),11,0,0.000000
9024,(unmatched),4,0,0.000000
9026,(unmatched),4,0,0.000000
9029,(unmatched),310,0,0.000000
9032,(unmatched),4,0,0.000000
9033,(unmatched),8,0,0.000000
9034,(unmatched),32,0,0.000000
9038,(unmatched),14,0,0.000000
9039,(unmatched),4,0,0.000000
9041,(unmatched),4,0,0.000000
9045,(unmatched),11,0,0.000000
9050,(unmatched),113,0,0.000000
9052,(unmatched),7,0,0.000000
9054,(unmatched),32,0,0.000000
9055,(unmatched),171,0,0.000000
9056,(unmatched),90,0,0.000000
9057,(unmatched),68,0,0.000000
9061,(unmatched),272,0,0.000000
9063,(unmatched),46,0,0.000000
9064,(unmatched),156,0,0.000000
9070,(unmatched),4,0,0.000000
9072,(unmatched),12,0,0.000000
9073,(unmatched),35,0,0.000000
9076,(unmatched),39,0,0.000000
9077,(unmatched),257,0,0.000000
9078,(unmatched),47,0,0.000000
9081,(unmatched),4,0,0.000000
9082,(unmatched),78,0,0.000000
9085,(unmatched),406,0,0.000000
9090,(unmatched),18,0,0.000000
9094,(unmatched),11,0,0.000000
9095,(unmatched),58,0,0.000000
9102,(unmatched),78,0,0.000000
9103,(unmatched),833,0,0.000000
9105,(unmatched),7,0,0.000000
9106,(unmatched),4,0,0.000000
9107,(unmatched),4,0,0.000000
9109,(unmatched),11,0,0.000000
9111,(unmatched),58,0,0.000000
9115,(unmatched),4,0,0.000000
9117,(unmatched),21,0,0.000000
9119,(unmatched),163,0,0.000000
9123,(unmatched),15,0,0.000000
9124,(unmatched),11,0,0.000000
9127,(unmatched),194,0,0.000000
9128,(unmatched),4,0,0.000000
9129,(unmatched),11,0,0.000000
9137,(unmatched),205,0,0.000000
9139,(unmatched),22,0,0.000000
9140,(unmatched),208,0,0.000000
9141,(unmatched),44,0,0.000000
9142,(unmatched),501,0,0.000000
9143,(unmatched),12,0,0.000000
9144,(unmatched),4,0,0.000000
9147,(unmatched),62,0,0.000000
9153,(unmatched),7,0,0.000000
9154,(unmatched),18,0,0.000000
9155,(unmatched),8,0,0.000000
9157,(unmatched),25,0,0.000000
9158,(unmatched),4,0,0.000000
9160,(unmatched),11,0,0.000000
9161,(unmatched),19,0,0.000000
9163,(unmatched),423,0,0.000000
9167,(unmatched),4,0,0.000000
9168,(unmatched),11,0,0.000000
9169,(unmatched),4,0,0.000000
9171,(unmatched),4,0,0.000000
9177,(unmatched),163,0,0.000000
9178,(unmatched),4,0,0.000000
9179,(unmatched),24,0,0.000000
9180,(unmatched),26,0,0.000000
9185,(unmatched),22,0,0.000000
9190,(unmatched),35,0,0.000000
9191,(unmatched),160,0,0.000000
9192,(unmatched),41,0,0.000000
9195,(unmatched),7,0,0.000000
9196,(unmatched),22,0,0.000000
9197,(unmatched),4,0,0.000000
9206,(unmatched),117,0,0.000000
9207,(unmatched),156,0,0.000000
9208,(unmatched),39,0,0.000000
9209,(unmatched),54,0,0.000000
9210,(unmatched),28,0,0.000000
9213,(unmatched),11,0,0.000000
9216,(unmatched),83,0,0.000000
9218,(unmatched),29,0,0.000000
9223,(unmatched),27,0,0.000000
9226,(unmatched),18,0,0.000000
9227,(unmatched),7,0,0.000000
9228,(unmatched),36,0,0.000000
9229,(unmatched),126,0,0.000000
9233,(unmatched),7,0,0.000000
9237,(unmatched),7,0,0.000000
9238,(unmatched),115,0,0.000000
9239,(unmatched),18,0,0.000000
9243,(unmatched),152,0,0.000000
9245,(unmatched),4,0,0.000000
9248,(unmatched),23,0,0.000000
9249,(unmatched),4,0,0.000000
9252,(unmatched),164,0,0.000000
9254,(unmatched),18,0,0.000000
9255,(unmatched),4,0,0.000000
9256,(unmatched),21,0,0.000000
9257,(unmatched),11,0,0.000000
9258,(unmatched),25,0,0.000000
9264,(unmatched),7,0,0.000000
9266,(unmatched),25,0,0.000000
9269,(unmatched),18,0,0.000000
9272,(unmatched),28,0,0.000000
9275,(unmatched),275,0,0.000000
9276,(unmatched),7,0,0.000000
9279,(unmatched),4,0,0.000000
9281,(unmatched),4,0,0.000000
9284,(unmatched),4,0,0.000000
9290,(unmatched),39,0,0.000000
9293,(unmatched),14,0,0.000000
9299,(unmatched),400,0,0.000000
9310,(unmatched),42,0,0.000000
9311,(unmatched),15,0,0.000000
9314,(unmatched),47,0,0.000000
9322,(unmatched),78,0,0.000000
9324,(unmatched),21,0,0.000000
9328,(unmatched),4,0,0.000000
9332,(unmatched),4,0,0.000000
9333,(unmatched),76,0,0.000000
9340,(unmatched),7,0,0.000000
9342,(unmatched),11,0,0.000000
9344,(unmatched),4,0,0.000000
9346,(unmatched),4,0,0.000000
9350,(unmatched),113,0,0.000000
9353,(unmatched),4,0,0.000000
9355,(unmatched),1309,4,0.003056
9356,(unmatched),7,0,0.000000
9358,(unmatched),49,0,0.000000
9361,(unmatched),25,0,0.000000
9366,(unmatched),4,0,0.000000
9368,(unmatched),208,0,0.000000
9370,(unmatched),70,0,0.000000
9371,(unmatched),71,0,0.000000
9373,(unmatched),4,0,0.000000
9374,(unmatched),4,0,0.000000
9375,(unmatched),4,0,0.000000
9376,(unmatched),28,0,0.000000
9382,(unmatched),342,0,0.000000
9384,(unmatched),113,4,0.035398
9385,(unmatched),39,0,0.000000
9386,(unmatched),7,0,0.000000
9387,(unmatched),22,0,0.000000
9390,(unmatched),7,0,0.000000
9396,(unmatched),4,0,0.000000
9397,(unmatched),11,0,0.000000
9398,(unmatched),16,0,0.000000
9403,(unmatched),128,0,0.000000
9404,(unmatched),4,0,0.000000
9405,(unmatched),224,0,0.000000
9406,(unmatched),314,0,0.000000
9407,(unmatched),4,0,0.000000
9410,(unmatched),55,0,0.000000
9416,(unmatched),235,0,0.000000
9421,(unmatched),34,0,0.000000
9423,(unmatched),14,0,0.000000
9424,(unmatched),56,0,0.000000
9425,(unmatched),8,0,0.000000
9426,(unmatched),19,0,0.000000
9430,(unmatched),4,0,0.000000
9434,(unmatched),75,0,0.000000
9435,(unmatched),192,0,0.000000
9439,(unmatched),8,0,0.000000
9440,(unmatched),18,0,0.000000
9443,(unmatched),68,0,0.000000
9444,(unmatched),162,0,0.000000
9445,(unmatched),4,0,0.000000
9450,(unmatched),18,0,0.000000
9451,(unmatched),949,26,0.027397
9452,(unmatched),11,0,0.000000
9459,(unmatched),137,0,0.000000
9462,(unmatched),82,0,0.000000
9464,(unmatched),481,0,0.000000
9469,(unmatched),4713,11,0.002334
9471,(unmatched),122,0,0.000000
9473,(unmatched),58,0,0.000000
9483,(unmatched),385,0,0.000000
9484,(unmatched),28,0,0.000000
9487,(unmatched),53,0,0.000000
9491,(unmatched),19,0,0.000000
9492,(unmatched),153,0,0.000000
9493,(unmatched),7,0,0.000000
9494,(unmatched),49,0,0.000000
9500,(unmatched),486,4,0.008230
9501,(unmatched),39,0,0.000000
9502,(unmatched),7,0,0.000000
9504,(unmatched),4,0,0.000000
9505,(unmatched),4,0,0.000000
9508,(unmatched),4,0,0.000000
9510,(unmatched),8,0,0.000000
9512,(unmatched),32,0,0.000000
9513,(unmatched),340,4,0.011765
9516,(unmatched),7,0,0.000000
9519,(unmatched),164,0,0.000000
9522,(unmatched),100,0,0.000000
9523,(unmatched),37,0,0.000000
9524,(unmatched),49,0,0.000000
9525,(unmatched),4,0,0.000000
9532,(unmatched),4,0,0.000000
9537,(unmatched),4,0,0.000000
9538,(unmatched),247,0,0.000000
9539,(unmatched),126,0,0.000000
9540,(unmatched),64,0,0.000000
9541,(unmatched),67,0,0.000000
9542,(unmatched),11,0,0.000000
9543,(unmatched),11,0,0.000000
9545,(unmatched),225,0,0.000000
9547,(unmatched),11,0,0.000000
9548,(unmatched),131,0,0.000000
9550,(unmatched),182,0,0.000000
9552,(unmatched),96,0,0.000000
9553,(unmatched),4,0,0.000000
9558,(unmatched),14,0,0.000000
9559,(unmatched),19,0,0.000000
9561,(unmatched),4,0,0.000000
9563,(unmatched),1589,8,0.005035
9566,(unmatched),273,4,0.014652
9567,(unmatched),34,0,0.000000
9568,(unmatched),202,0,0.000000
9571,(unmatched),18,0,0.000000
9573,(unmatched),579,0,0.000000
9576,(unmatched),11,0,0.000000
9577,(unmatched),33,0,0.000000
9579,(unmatched),28,0,0.000000
9582,(unmatched),192,0,0.000000
9584,(unmatched),18,0,0.000000
9590,(unmatched),645,0,0.000000
9592,(unmatched),18,0,0.000000
9593,(unmatched),4,0,0.000000
9594,(unmatched),53,0,0.000000
9595,(unmatched),11,0,0.000000
9596,(unmatched),4,0,0.000000
9598,(unmatched),32,0,0.000000
9600,(unmatched),15,0,0.000000
9602,(unmatched),22,0,0.000000
9603,(unmatched),109,0,0.000000
9604,(unmatched),4,0,0.000000
9606,(unmatched),106,0,0.000000
9608,(unmatched),20,0,0.000000
9611,(unmatched),18,0,0.000000
9612,(unmatched),4,0,0.000000
9614,(unmatched),343,0,0.000000
9615,(unmatched),4,0,0.000000
9618,(unmatched),25,0,0.000000
9619,(unmatched),22,0,0.000000
9622,(unmatched),4,0,0.000000
9627,(unmatched),11,0,0.000000
9628,(unmatched),25,0,0.000000
9629,(unmatched),4,0,0.000000
9630,(unmatched),363,0,0.000000
9632,(unmatched),63,0,0.000000
9635,(unmatched),4,0,0.000000
9640,(unmatched),187,0,0.000000
9642,(unmatched),171,0,0.000000
9644,(unmatched),389,0,0.000000
9646,(unmatched),7,0,0.000000
9653,(unmatched),152,0,0.000000
9656,(unmatched),18,0,0.000000
9658,(unmatched),7,0,0.000000
9659,(unmatched),29,0,0.000000
9661,(unmatched),39,0,0.000000
9665,(unmatched),112,0,0.000000
9668,(unmatched),256,0,0.000000
9669,(unmatched),7,0,0.000000
9676,(unmatched),4,0,0.000000
9678,(unmatched),11,0,0.000000
9681,(unmatched),11,0,0.000000
9683,(unmatched),168,0,0.000000
9684,(unmatched),46,0,0.000000
9688,(unmatched),7,0,0.000000
9689,(unmatched),18,0,0.000000
9691,(unmatched),190,0,0.000000
9693,(unmatched),8,0,0.000000
9694,(unmatched),21,0,0.000000
9696,(unmatched),74,0,0.000000
9699,(unmatched),32,0,0.000000
9700,(unmatched),4,0,0.000000
9704,(unmatched),4,0,0.000000
9705,(unmatched),11,0,0.000000
9707,(unmatched),74,0,0.000000
9708,(unmatched),49,0,0.000000
9709,(unmatched),57,0,0.000000
9712,(unmatched),14,0,0.000000
9713,(unmatched),98,0,0.000000
9714,(unmatched),14,0,0.000000
9716,(unmatched),4,0,0.000000
9717,(unmatched),4,0,0.000000
9722,(unmatched),34,0,0.000000
9723,(unmatched),4,0,0.000000
9727,(unmatched),4,0,0.000000
9734,(unmatched),78,0,0.000000
9735,(unmatched),162,0,0.000000
9736,(unmatched),8,0,0.000000
9740,(unmatched),575,4,0.006957
9742,(unmatched),108,0,0.000000
9743,(unmatched),21,0,0.000000
9745,(unmatched),150,0,0.000000
9748,(unmatched),21,0,0.000000
9750,(unmatched),25,0,0.000000
9753,(unmatched),43,0,0.000000
9758,(unmatched),8,0,0.000000
9764,(unmatched),4,0,0.000000
9765,(unmatched),14,0,0.000000
9766,(unmatched),116,0,0.000000
9770,(unmatched),4,0,0.000000
9772,(unmatched),65,0,0.000000
9773,(unmatched),8,0,0.000000
9774,(unmatched),14,0,0.000000
9777,(unmatched),40,0,0.000000
9779,(unmatched),21,0,0.000000
9783,(unmatched),11,0,0.000000
9784,(unmatched),4,0,0.000000
9785,(unmatched),7,0,0.000000
9786,(unmatched),4,0,0.000000
9795,(unmatched),42,0,0.000000
9798,(unmatched),4,0,0.000000
9799,(unmatched),4,0,0.000000
9803,(unmatched),19,0,0.000000
9804,(unmatched),7,0,0.000000
9806,(unmatched),23,0,0.000000
9809,(unmatched),29,0,0.000000
9811,(unmatched),19,0,0.000000
9812,(unmatched),27,0,0.000000
9814,(unmatched),65,0,0.000000
9816,(unmatched),296,0,0.000000
9817,(unmatched),30,0,0.000000
9819,(unmatched),138,0,0.000000
9821,(unmatched),40,0,0.000000
9822,(unmatched),11,0,0.000000
9823,(unmatched),4,0,0.000000
9828,(unmatched),7,0,0.000000
9829,(unmatched),21,0,0.000000
9831,(unmatched),4,0,0.000000
9833,(unmatched),96,0,0.000000
9835,(unmatched),11,0,0.000000
9837,(unmatched),11,0,0.000000
9838,(unmatched),4,0,0.000000
9840,(unmatched),25,0,0.000000
9841,(unmatched),32,0,0.000000
9843,(unmatched),27,0,0.000000
9844,(unmatched),19,0,0.000000
9848,(unmatched),34,0,0.000000
9849,(unmatched),47,0,0.000000
9851,(unmatched),79,0,0.000000
9853,(unmatched),88,0,0.000000
9854,(unmatched),18,0,0.000000
9859,(unmatched),156,0,0.000000
9860,(unmatched),46,0,0.000000
9862,(unmatched),74,4,0.054054
9864,(unmatched),40,0,0.000000
9866,(unmatched),4,0,0.000000
9868,(unmatched),40,0,0.000000
9869,(unmatched),50,0,0.000000
9870,(unmatched),8,0,0.000000
9871,(unmatched),230,0,0.000000
9873,(unmatched),7,0,0.000000
9874,(unmatched),11,0,0.000000
9877,(unmatched),4,0,0.000000
9881,(unmatched),35,0,0.000000
9882,(unmatched),8,0,0.000000
9885,(unmatched),155,0,0.000000
9886,(unmatched),356,0,0.000000
9887,(unmatched),4,0,0.000000
9888,(unmatched),4,0,0.000000
9889,(unmatched),7,0,0.000000
9890,(unmatched),4,0,0.000000
9892,(unmatched),7,0,0.000000
9893,(unmatched),25,0,0.000000
9897,(unmatched),14,0,0.000000
9899,(unmatched),4,0,0.000000
9900,(unmatched),23,0,0.000000
9901,(unmatched),2138,0,0.000000
9902,(unmatched),342,0,0.000000
9903,(unmatched),8,0,0.000000
9904,(unmatched),4,0,0.000000
9905,(unmatched),11,0,0.000000
9907,(unmatched),7,0,0.000000
9908,(unmatched),4,0,0.000000
9909,(unmatched),46,0,0.000000
9911,(unmatched),61,0,0.000000
9913,(unmatched),41,0,0.000000
9915,(unmatched),7,0,0.000000
9916,(unmatched),22,0,0.000000
9918,(unmatched),71,0,0.000000
9922,(unmatched),4,0,0.000000
9924,(unmatched),669,0,0.000000
9925,(unmatched),15,0,0.000000
9929,(unmatched),74,0,0.000000
9935,(unmatched),4,0,0.000000
9939,(unmatched),26,0,0.000000
9940,(unmatched),7,0,0.000000
9943,(unmatched),597,0,0.000000
9946,(unmatched),4,0,0.000000
9949,(unmatched),32,0,0.000000
9950,(unmatched),8,0,0.000000
9952,(unmatched),12,0,0.000000
9955,(unmatched),25,0,0.000000
9956,(unmatched),21,0,0.000000
9957,(unmatched),915,0,0.000000
9958,(unmatched),21,0,0.000000
9960,(unmatched),4,0,0.000000
9961,(unmatched),135,0,0.000000
9966,(unmatched),28,0,0.000000
9967,(unmatched),7,0,0.000000
9970,(unmatched),11,0,0.000000
9971,(unmatched),8,0,0.000000
9974,(unmatched),4,0,0.000000
9984,(unmatched),152,0,0.000000
9985,(unmatched),32,0,0.000000
9986,(unmatched),4,0,0.000000
9989,(unmatched),11,0,0.000000
9991,(unmatched),14,0,0.000000
9992,(unmatched),12,0,0.000000
9995,(unmatched),146,0,0.000000
9996,(unmatched),11,0,0.000000
9997,(unmatched),289,4,0.013841
10000,(unmatched),1361,177,0.130051
10003,(unmatched),183,0,0.000000
10007,(unmatched),4,0,0.000000
10011,(unmatched),8,0,0.000000
10012,(unmatched),702,0,0.000000
10016,(unmatched),46,0,0.000000
10017,(unmatched),4,0,0.000000
10020,(unmatched),4,0,0.000000
10021,(unmatched),7,0,0.000000
10022,(unmatched),4,0,0.000000
10028,(unmatched),49,0,0.000000
10030,(unmatched),4,0,0.000000
10031,(unmatched),54,0,0.000000
10032,(unmatched),8,0,0.000000
10033,(unmatched),4,0,0.000000
10034,(unmatched),33,0,0.000000
10038,(unmatched),21,0,0.000000
10042,(unmatched),4,0,0.000000
10043,(unmatched),4,0,0.000000
10044,(unmatched),42,0,0.000000
10048,(unmatched),347,0,0.000000
10051,(unmatched),49,0,0.000000
10053,(unmatched),4,0,0.000000
10057,(unmatched),7,0,0.000000
10060,(unmatched),940,0,0.000000
10062,(unmatched),21,0,0.000000
10063,(unmatched),4,0,0.000000
10064,(unmatched),12,0,0.000000
10066,(unmatched),62,0,0.000000
10069,(unmatched),4,0,0.000000
10070,(unmatched),4,0,0.000000
10071,(unmatched),18,0,0.000000
10072,(unmatched),4,0,0.000000
10078,(unmatched),4,0,0.000000
10080,(unmatched),179,0,0.000000
10084,(unmatched),255,4,0.015686
10087,(unmatched),14,0,0.000000
10088,(unmatched),4,0,0.000000
