rank,blog_code,category,impressions,clicks,ctr
1153,9540,unmatched:unpublished(404 likely),64,0,0.000000
1154,9541,unmatched:unpublished(404 likely),67,0,0.000000
1155,9545,unmatched:unpublished(404 likely),226,0,0.000000
1156,9548,unmatched:unpublished(404 likely),131,0,0.000000
1157,9550,unmatched:unpublished(404 likely),182,0,0.000000
1158,9552,unmatched:unpublished(404 likely),96,0,0.000000
1159,9568,unmatched:unpublished(404 likely),202,0,0.000000
1160,9573,unmatched:unpublished(404 likely),584,0,0.000000
1161,9582,unmatched:unpublished(404 likely),193,0,0.000000
1162,9590,unmatched:unpublished(404 likely),645,0,0.000000
1163,9594,unmatched:unpublished(404 likely),53,0,0.000000
1164,9603,unmatched:unpublished(404 likely),110,0,0.000000
1165,9606,unmatched:unpublished(404 likely),106,0,0.000000
1166,9614,unmatched:unpublished(404 likely),344,0,0.000000
1167,9630,unmatched:unpublished(404 likely),363,0,0.000000
1168,9632,unmatched:unpublished(404 likely),64,0,0.000000
1169,9640,unmatched:unpublished(404 likely),187,0,0.000000
1170,9642,unmatched:unpublished(404 likely),172,0,0.000000
1171,9644,unmatched:unpublished(404 likely),389,0,0.000000
1172,9653,unmatched:unpublished(404 likely),152,0,0.000000
1173,9665,unmatched:unpublished(404 likely),112,0,0.000000
1174,9668,unmatched:unpublished(404 likely),256,0,0.000000
1175,9683,unmatched:unpublished(404 likely),168,0,0.000000
1176,9691,unmatched:unpublished(404 likely),191,0,0.000000
1177,9696,unmatched:unpublished(404 likely),74,0,0.000000
1178,9707,unmatched:unpublished(404 likely),74,0,0.000000
1179,9708,unmatched:unpublished(404 likely),53,0,0.000000
1180,9709,unmatched:unpublished(404 likely),57,0,0.000000
1181,9713,unmatched:unpublished(404 likely),98,0,0.000000
1182,9734,unmatched:unpublished(404 likely),78,0,0.000000
1183,9735,unmatched:unpublished(404 likely),167,0,0.000000
1184,9742,unmatched:unpublished(404 likely),108,0,0.000000
1185,9745,unmatched:unpublished(404 likely),153,0,0.000000
1186,9766,unmatched:unpublished(404 likely),117,0,0.000000
1187,9772,unmatched:unpublished(404 likely),65,0,0.000000
1188,9814,unmatched:unpublished(404 likely),65,0,0.000000
1189,9816,unmatched:unpublished(404 likely),296,0,0.000000
1190,9819,unmatched:unpublished(404 likely),138,0,0.000000
1191,9833,unmatched:unpublished(404 likely),96,0,0.000000
1192,9851,unmatched:unpublished(404 likely),79,0,0.000000
1193,9853,unmatched:unpublished(404 likely),88,0,0.000000
1194,9859,unmatched:unpublished(404 likely),156,0,0.000000
1195,9869,unmatched:unpublished(404 likely),50,0,0.000000
1196,9871,unmatched:unpublished(404 likely),232,0,0.000000
1197,9885,unmatched:unpublished(404 likely),155,0,0.000000
1198,9886,unmatched:unpublished(404 likely),356,0,0.000000
1199,9901,unmatched:unpublished(404 likely),2148,0,0.000000
1200,9902,unmatched:unpublished(404 likely),342,0,0.000000
1201,9911,unmatched:unpublished(404 likely),61,0,0.000000
1202,9918,unmatched:unpublished(404 likely),71,0,0.000000
1203,9924,unmatched:unpublished(404 likely),673,0,0.000000
1204,9929,unmatched:unpublished(404 likely),74,0,0.000000
1205,9943,unmatched:unpublished(404 likely),599,0,0.000000
1206,9957,unmatched:unpublished(404 likely),915,0,0.000000
1207,9961,unmatched:unpublished(404 likely),136,0,0.000000
1208,9984,unmatched:unpublished(404 likely),152,0,0.000000
1209,9995,unmatched:unpublished(404 likely),146,0,0.000000
1210,10003,unmatched:unpublished(404 likely),185,0,0.000000
1211,10012,unmatched:unpublished(404 likely),703,0,0.000000
1212,10031,unmatched:unpublished(404 likely),54,0,0.000000
1213,10048,unmatched:unpublished(404 likely),351,0,0.000000
1214,10060,unmatched:unpublished(404 likely),953,0,0.000000
1215,10066,unmatched:unpublished(404 likely),62,0,0.000000
1216,10080,unmatched:unpublished(404 likely),179,0,0.000000
1217,10100,unmatched:unpublished(404 likely),168,0,0.000000
1218,10107,unmatched:unpublished(404 likely),219,0,0.000000
1219,10123,unmatched:unpublished(404 likely),74,0,0.000000
1220,10130,unmatched:unpublished(404 likely),284,0,0.000000
1221,10131,unmatched:unpublished(404 likely),93,0,0.000000
1222,10143,unmatched:unpublished(404 likely),291,0,0.000000
1223,10151,unmatched:unpublished(404 likely),561,0,0.000000
1224,10165,unmatched:unpublished(404 likely),174,0,0.000000
1225,10181,unmatched:unpublished(404 likely),419,0,0.000000
1226,10187,unmatched:unpublished(404 likely),230,0,0.000000
1227,10195,unmatched:unpublished(404 likely),138,0,0.000000
1228,10206,unmatched:unpublished(404 likely),7298,0,0.000000
1229,10213,unmatched:unpublished(404 likely),167,0,0.000000
1230,10219,unmatched:unpublished(404 likely),60,0,0.000000
1231,10229,unmatched:unpublished(404 likely),299,0,0.000000
1232,10232,unmatched:unpublished(404 likely),53,0,0.000000
1233,10240,unmatched:unpublished(404 likely),60,0,0.000000
1234,10253,unmatched:unpublished(404 likely),221,0,0.000000
1235,10272,unmatched:unpublished(404 likely),73,0,0.000000
1236,10273,unmatched:unpublished(404 likely),73,0,0.000000
1237,10281,unmatched:unpublished(404 likely),68,0,0.000000
1238,10286,unmatched:unpublished(404 likely),78,0,0.000000
1239,10303,unmatched:unpublished(404 likely),57,0,0.000000
1240,10312,unmatched:unpublished(404 likely),64,0,0.000000
1241,10313,unmatched:unpublished(404 likely),88,0,0.000000
1242,10320,unmatched:unpublished(404 likely),154,0,0.000000
1243,10324,unmatched:unpublished(404 likely),125,0,0.000000
1244,10327,unmatched:unpublished(404 likely),165,0,0.000000
1245,10339,unmatched:unpublished(404 likely),233,0,0.000000
1246,10345,unmatched:unpublished(404 likely),262,0,0.000000
1247,10347,unmatched:unpublished(404 likely),479,0,0.000000
1248,10351,unmatched:unpublished(404 likely),54,0,0.000000
1249,10356,unmatched:unpublished(404 likely),591,0,0.000000
1250,10372,unmatched:unpublished(404 likely),136,0,0.000000
1251,10383,unmatched:unpublished(404 likely),219,0,0.000000
1252,10393,unmatched:unpublished(404 likely),61,0,0.000000
1253,10406,unmatched:unpublished(404 likely),51,0,0.000000
1254,10407,unmatched:unpublished(404 likely),51,0,0.000000
1255,10412,unmatched:unpublished(404 likely),114,0,0.000000
1256,10415,unmatched:unpublished(404 likely),396,0,0.000000
1257,10424,unmatched:unpublished(404 likely),50,0,0.000000
1258,10432,unmatched:unpublished(404 likely),586,0,0.000000
1259,10440,unmatched:unpublished(404 likely),283,0,0.000000
1260,10447,unmatched:unpublished(404 likely),219,0,0.000000
1261,10449,unmatched:unpublished(404 likely),185,0,0.000000
1262,10452,unmatched:unpublished(404 likely),67,0,0.000000
1263,10457,unmatched:unpublished(404 likely),87,0,0.000000
1264,10459,unmatched:unpublished(404 likely),198,0,0.000000
1265,10462,unmatched:unpublished(404 likely),357,0,0.000000
1266,10473,unmatched:unpublished(404 likely),59,0,0.000000
1267,10474,unmatched:unpublished(404 likely),89,0,0.000000
1268,10478,unmatched:unpublished(404 likely),78,0,0.000000
1269,10488,unmatched:unpublished(404 likely),109,0,0.000000
1270,10504,unmatched:unpublished(404 likely),177,0,0.000000
1271,10505,unmatched:unpublished(404 likely),51,0,0.000000
1272,10508,unmatched:unpublished(404 likely),214,0,0.000000
1273,10512,unmatched:unpublished(404 likely),65,0,0.000000
1274,10530,unmatched:unpublished(404 likely),145,0,0.000000
1275,10543,unmatched:unpublished(404 likely),107,0,0.000000
1276,10561,unmatched:unpublished(404 likely),72,0,0.000000
1277,10573,unmatched:unpublished(404 likely),58,0,0.000000
1278,10579,unmatched:unpublished(404 likely),61,0,0.000000
1279,10590,unmatched:unpublished(404 likely),55,0,0.000000
1280,10600,unmatched:unpublished(404 likely),295,0,0.000000
1281,10605,unmatched:unpublished(404 likely),170,0,0.000000
1282,10608,unmatched:unpublished(404 likely),142,0,0.000000
1283,10618,unmatched:unpublished(404 likely),123,0,0.000000
1284,10630,unmatched:unpublished(404 likely),58,0,0.000000
1285,10631,unmatched:unpublished(404 likely),231,0,0.000000
1286,10641,unmatched:unpublished(404 likely),99,0,0.000000
1287,10643,unmatched:unpublished(404 likely),141,0,0.000000
1288,10644,unmatched:unpublished(404 likely),97,0,0.000000
1289,10654,unmatched:unpublished(404 likely),193,0,0.000000
1290,10663,unmatched:unpublished(404 likely),240,0,0.000000
1291,10666,unmatched:unpublished(404 likely),257,0,0.000000
1292,10680,unmatched:unpublished(404 likely),324,0,0.000000
1293,10688,unmatched:unpublished(404 likely),252,0,0.000000
1294,10704,unmatched:unpublished(404 likely),52,0,0.000000
1295,10710,unmatched:unpublished(404 likely),277,0,0.000000
1296,10718,unmatched:unpublished(404 likely),69,0,0.000000
1297,10726,unmatched:unpublished(404 likely),68,0,0.000000
1298,10731,unmatched:unpublished(404 likely),68,0,0.000000
1299,10732,unmatched:unpublished(404 likely),59,0,0.000000
1300,10743,unmatched:unpublished(404 likely),506,0,0.000000
1301,10752,unmatched:unpublished(404 likely),201,0,0.000000
1302,10764,unmatched:unpublished(404 likely),67,0,0.000000
1303,10782,unmatched:unpublished(404 likely),71,0,0.000000
1304,10794,unmatched:unpublished(404 likely),53,0,0.000000
1305,10798,unmatched:unpublished(404 likely),92,0,0.000000
1306,10803,unmatched:unpublished(404 likely),210,0,0.000000
1307,10808,unmatched:unpublished(404 likely),106,0,0.000000
1308,10820,unmatched:unpublished(404 likely),121,0,0.000000
1309,10826,unmatched:unpublished(404 likely),127,0,0.000000
1310,10828,unmatched:unpublished(404 likely),54,0,0.000000
1311,10838,unmatched:unpublished(404 likely),53,0,0.000000
1312,10846,unmatched:unpublished(404 likely),114,0,0.000000
1313,10847,unmatched:unpublished(404 likely),573,0,0.000000
1314,10852,unmatched:unpublished(404 likely),72,0,0.000000
1315,10858,unmatched:unpublished(404 likely),157,0,0.000000
1316,10873,unmatched:unpublished(404 likely),241,0,0.000000
1317,10877,unmatched:unpublished(404 likely),284,0,0.000000
1318,10888,unmatched:unpublished(404 likely),140,0,0.000000
1319,10889,unmatched:unpublished(404 likely),962,0,0.000000
1320,10895,unmatched:unpublished(404 likely),207,0,0.000000
1321,10897,unmatched:unpublished(404 likely),104,0,0.000000
1322,10905,unmatched:unpublished(404 likely),511,0,0.000000
1323,10925,unmatched:unpublished(404 likely),102,0,0.000000
1324,10926,unmatched:unpublished(404 likely),157,0,0.000000
1325,10927,unmatched:unpublished(404 likely),153,0,0.000000
1326,10942,unmatched:unpublished(404 likely),206,0,0.000000
1327,10946,unmatched:unpublished(404 likely),109,0,0.000000
1328,10957,unmatched:unpublished(404 likely),1009,0,0.000000
1329,10988,unmatched:unpublished(404 likely),2943,0,0.000000
1330,10994,unmatched:unpublished(404 likely),243,0,0.000000
1331,11001,unmatched:unpublished(404 likely),72,0,0.000000
1332,11009,unmatched:unpublished(404 likely),116,0,0.000000
1333,11015,unmatched:unpublished(404 likely),75,0,0.000000
1334,11019,unmatched:unpublished(404 likely),68,0,0.000000
1335,11035,unmatched:unpublished(404 likely),108,0,0.000000
1336,11036,unmatched:unpublished(404 likely),1333,0,0.000000
1337,11042,unmatched:unpublished(404 likely),93,0,0.000000
1338,11054,unmatched:unpublished(404 likely),103,0,0.000000
1339,11056,unmatched:unpublished(404 likely),327,0,0.000000
1340,11065,unmatched:unpublished(404 likely),387,0,0.000000
1341,11074,unmatched:unpublished(404 likely),246,0,0.000000
1342,11076,unmatched:unpublished(404 likely),78,0,0.000000
1343,11082,unmatched:unpublished(404 likely),69,0,0.000000
1344,11090,unmatched:unpublished(404 likely),83,0,0.000000
1345,11093,unmatched:unpublished(404 likely),60,0,0.000000
1346,11095,unmatched:unpublished(404 likely),83,0,0.000000
1347,11098,unmatched:unpublished(404 likely),62,0,0.000000
1348,11102,unmatched:unpublished(404 likely),83,0,0.000000
1349,11105,unmatched:unpublished(404 likely),186,0,0.000000
1350,11111,unmatched:unpublished(404 likely),54,0,0.000000
1351,11114,unmatched:unpublished(404 likely),95,0,0.000000
1352,11123,unmatched:unpublished(404 likely),92,0,0.000000
1353,11128,unmatched:unpublished(404 likely),780,0,0.000000
1354,11129,unmatched:unpublished(404 likely),113,0,0.000000
1355,11134,unmatched:unpublished(404 likely),159,0,0.000000
1356,11149,unmatched:unpublished(404 likely),71,0,0.000000
1357,11194,unmatched:unpublished(404 likely),480,0,0.000000
1358,11205,unmatched:unpublished(404 likely),81,0,0.000000
1359,11207,unmatched:unpublished(404 likely),53,0,0.000000
1360,11208,unmatched:unpublished(404 likely),1778,0,0.000000
1361,11224,unmatched:unpublished(404 likely),444,0,0.000000
1362,11228,unmatched:unpublished(404 likely),92,0,0.000000
1363,11231,unmatched:unpublished(404 likely),94,0,0.000000
1364,11253,unmatched:unpublished(404 likely),109,0,0.000000
1365,11254,unmatched:unpublished(404 likely),194,0,0.000000
1366,11259,unmatched:unpublished(404 likely),833,0,0.000000
1367,11262,unmatched:unpublished(404 likely),56,0,0.000000
1368,11273,unmatched:unpublished(404 likely),290,0,0.000000
1369,11286,unmatched:unpublished(404 likely),68,0,0.000000
1370,11314,unmatched:unpublished(404 likely),64,0,0.000000
1371,11317,unmatched:unpublished(404 likely),1412,0,0.000000
1372,11318,unmatched:unpublished(404 likely),65,0,0.000000
1373,11324,unmatched:unpublished(404 likely),179,0,0.000000
1374,11330,unmatched:unpublished(404 likely),70,0,0.000000
1375,11331,unmatched:unpublished(404 likely),173,0,0.000000
1376,11337,unmatched:unpublished(404 likely),158,0,0.000000
1377,11356,unmatched:unpublished(404 likely),92,0,0.000000
1378,11359,unmatched:unpublished(404 likely),105,0,0.000000
1379,11360,unmatched:unpublished(404 likely),136,0,0.000000
1380,11361,unmatched:unpublished(404 likely),331,0,0.000000
1381,11362,unmatched:unpublished(404 likely),128,0,0.000000
1382,11367,unmatched:unpublished(404 likely),213,0,0.000000
1383,11377,unmatched:unpublished(404 likely),50,0,0.000000
1384,11383,unmatched:unpublished(404 likely),604,0,0.000000
1385,11386,unmatched:unpublished(404 likely),263,0,0.000000
1386,11402,unmatched:unpublished(404 likely),104,0,0.000000
1387,11404,unmatched:unpublished(404 likely),136,0,0.000000
1388,11414,unmatched:unpublished(404 likely),92,0,0.000000
1389,11415,unmatched:unpublished(404 likely),171,0,0.000000
1390,11416,unmatched:unpublished(404 likely),147,0,0.000000
1391,11420,unmatched:unpublished(404 likely),105,0,0.000000
1392,11425,unmatched:unpublished(404 likely),139,0,0.000000
1393,11439,unmatched:unpublished(404 likely),189,0,0.000000
1394,11444,unmatched:unpublished(404 likely),51,0,0.000000
1395,11454,unmatched:unpublished(404 likely),530,0,0.000000
1396,11455,unmatched:unpublished(404 likely),151,0,0.000000
1397,11460,unmatched:unpublished(404 likely),76,0,0.000000
1398,11473,unmatched:unpublished(404 likely),78,0,0.000000
1399,11477,unmatched:unpublished(404 likely),389,0,0.000000
1400,11497,unmatched:unpublished(404 likely),75,0,0.000000
1401,11514,unmatched:unpublished(404 likely),81,0,0.000000
1402,11515,unmatched:unpublished(404 likely),231,0,0.000000
1403,11518,unmatched:unpublished(404 likely),74,0,0.000000
1404,11521,unmatched:unpublished(404 likely),362,0,0.000000
1405,11522,unmatched:unpublished(404 likely),136,0,0.000000
1406,11534,unmatched:unpublished(404 likely),230,0,0.000000
1407,11538,unmatched:unpublished(404 likely),265,0,0.000000
1408,11547,unmatched:unpublished(404 likely),211,0,0.000000
1409,11548,unmatched:unpublished(404 likely),6213,0,0.000000
1410,11549,unmatched:unpublished(404 likely),419,0,0.000000
1411,11550,unmatched:unpublished(404 likely),103,0,0.000000
1412,11557,unmatched:unpublished(404 likely),434,0,0.000000
1413,11560,unmatched:unpublished(404 likely),157,0,0.000000
1414,11569,unmatched:unpublished(404 likely),197,0,0.000000
1415,11572,unmatched:unpublished(404 likely),253,0,0.000000
1416,11575,unmatched:unpublished(404 likely),125,0,0.000000
1417,11577,unmatched:unpublished(404 likely),1065,0,0.000000
1418,11578,unmatched:unpublished(404 likely),641,0,0.000000
1419,11592,unmatched:unpublished(404 likely),174,0,0.000000
1420,11594,unmatched:unpublished(404 likely),89,0,0.000000
1421,11597,unmatched:unpublished(404 likely),377,0,0.000000
1422,11598,unmatched:unpublished(404 likely),259,0,0.000000
1423,11603,unmatched:unpublished(404 likely),96,0,0.000000
1424,11613,unmatched:unpublished(404 likely),153,0,0.000000
1425,11621,unmatched:unpublished(404 likely),191,0,0.000000
1426,11622,unmatched:unpublished(404 likely),89,0,0.000000
1427,11624,unmatched:unpublished(404 likely),78,0,0.000000
1428,11627,unmatched:unpublished(404 likely),772,0,0.000000
1429,11632,unmatched:unpublished(404 likely),71,0,0.000000
1430,11637,unmatched:unpublished(404 likely),71,0,0.000000
1431,11638,unmatched:unpublished(404 likely),227,0,0.000000
1432,11647,unmatched:unpublished(404 likely),87,0,0.000000
1433,11648,unmatched:unpublished(404 likely),230,0,0.000000
1434,11657,unmatched:unpublished(404 likely),60,0,0.000000
1435,11672,unmatched:unpublished(404 likely),338,0,0.000000
1436,11673,unmatched:unpublished(404 likely),246,0,0.000000
1437,11679,unmatched:unpublished(404 likely),96,0,0.000000
1438,11681,unmatched:unpublished(404 likely),217,0,0.000000
1439,11709,unmatched:unpublished(404 likely),53,0,0.000000
1440,11722,unmatched:unpublished(404 likely),203,0,0.000000
1441,11724,unmatched:unpublished(404 likely),290,0,0.000000
1442,11725,unmatched:unpublished(404 likely),631,0,0.000000
1443,11726,unmatched:unpublished(404 likely),91,0,0.000000
1444,11728,unmatched:unpublished(404 likely),196,0,0.000000
1445,11732,unmatched:unpublished(404 likely),297,0,0.000000
1446,11733,unmatched:unpublished(404 likely),73,0,0.000000
1447,11739,unmatched:unpublished(404 likely),57,0,0.000000
1448,11743,unmatched:unpublished(404 likely),277,0,0.000000
1449,11749,unmatched:unpublished(404 likely),68,0,0.000000
1450,11753,unmatched:unpublished(404 likely),57,0,0.000000
1451,11755,unmatched:unpublished(404 likely),230,0,0.000000
1452,11769,unmatched:unpublished(404 likely),101,0,0.000000
1453,11772,unmatched:unpublished(404 likely),60,0,0.000000
1454,11785,unmatched:unpublished(404 likely),53,0,0.000000
1455,11789,unmatched:unpublished(404 likely),68,0,0.000000
1456,11791,unmatched:unpublished(404 likely),244,0,0.000000
1457,11796,unmatched:unpublished(404 likely),423,0,0.000000
1458,11799,unmatched:unpublished(404 likely),85,0,0.000000
1459,11809,unmatched:unpublished(404 likely),60,0,0.000000
1460,11815,unmatched:unpublished(404 likely),188,0,0.000000
1461,11818,unmatched:unpublished(404 likely),134,0,0.000000
1462,11819,unmatched:unpublished(404 likely),135,0,0.000000
1463,11821,unmatched:unpublished(404 likely),104,0,0.000000
1464,11824,unmatched:unpublished(404 likely),104,0,0.000000
1465,11827,unmatched:unpublished(404 likely),82,0,0.000000
1466,11828,unmatched:unpublished(404 likely),109,0,0.000000
1467,11831,unmatched:unpublished(404 likely),68,0,0.000000
1468,11833,unmatched:unpublished(404 likely),113,0,0.000000
1469,11842,unmatched:unpublished(404 likely),65,0,0.000000
1470,11843,unmatched:unpublished(404 likely),281,0,0.000000
1471,11847,unmatched:unpublished(404 likely),60,0,0.000000
1472,11852,unmatched:unpublished(404 likely),75,0,0.000000
1473,11860,unmatched:unpublished(404 likely),101,0,0.000000
1474,11863,unmatched:unpublished(404 likely),463,0,0.000000
1475,11864,unmatched:unpublished(404 likely),656,0,0.000000
1476,11874,unmatched:unpublished(404 likely),166,0,0.000000
1477,11888,unmatched:unpublished(404 likely),103,0,0.000000
1478,11890,unmatched:unpublished(404 likely),54,0,0.000000
1479,11901,unmatched:unpublished(404 likely),149,0,0.000000
1480,11912,unmatched:unpublished(404 likely),187,0,0.000000
1481,11930,unmatched:unpublished(404 likely),119,0,0.000000
1482,11931,unmatched:unpublished(404 likely),57,0,0.000000
1483,11934,unmatched:unpublished(404 likely),85,0,0.000000
1484,11941,unmatched:unpublished(404 likely),285,0,0.000000
1485,11960,unmatched:unpublished(404 likely),178,0,0.000000
1486,11963,unmatched:unpublished(404 likely),131,0,0.000000
1487,11973,unmatched:unpublished(404 likely),172,0,0.000000
1488,11983,unmatched:unpublished(404 likely),191,0,0.000000
1489,11985,unmatched:unpublished(404 likely),156,0,0.000000
1490,11986,unmatched:unpublished(404 likely),205,0,0.000000
1491,11988,unmatched:unpublished(404 likely),57,0,0.000000
1492,11990,unmatched:unpublished(404 likely),267,0,0.000000
1493,11994,unmatched:unpublished(404 likely),113,0,0.000000
1494,12002,unmatched:unpublished(404 likely),50,0,0.000000
1495,12009,unmatched:unpublished(404 likely),168,0,0.000000
1496,12010,unmatched:unpublished(404 likely),290,0,0.000000
1497,12022,unmatched:unpublished(404 likely),50,0,0.000000
1498,12032,unmatched:unpublished(404 likely),475,0,0.000000
1499,12037,unmatched:unpublished(404 likely),143,0,0.000000
1500,12043,unmatched:unpublished(404 likely),100,0,0.000000
1501,12046,unmatched:unpublished(404 likely),57,0,0.000000
1502,12050,unmatched:unpublished(404 likely),520,0,0.000000
1503,12053,unmatched:unpublished(404 likely),79,0,0.000000
1504,12054,unmatched:unpublished(404 likely),132,0,0.000000
1505,12068,unmatched:unpublished(404 likely),802,0,0.000000
1506,12071,unmatched:unpublished(404 likely),95,0,0.000000
1507,12083,unmatched:unpublished(404 likely),105,0,0.000000
1508,12087,unmatched:unpublished(404 likely),981,0,0.000000
1509,12088,unmatched:unpublished(404 likely),53,0,0.000000
1510,12089,unmatched:unpublished(404 likely),328,0,0.000000
1511,12096,unmatched:unpublished(404 likely),110,0,0.000000
1512,12116,unmatched:unpublished(404 likely),456,0,0.000000
1513,12128,unmatched:unpublished(404 likely),103,0,0.000000
1514,12193,unmatched:unpublished(404 likely),53,0,0.000000
1515,12245,unmatched:unpublished(404 likely),136,0,0.000000
1516,12252,unmatched:unpublished(404 likely),67,0,0.000000
1517,12259,unmatched:unpublished(404 likely),442,0,0.000000
1518,12268,unmatched:unpublished(404 likely),283,0,0.000000
1519,12275,unmatched:unpublished(404 likely),117,0,0.000000
1520,12276,unmatched:unpublished(404 likely),57,0,0.000000
1521,12291,unmatched:unpublished(404 likely),209,0,0.000000
1522,12294,unmatched:unpublished(404 likely),134,0,0.000000
1523,12304,unmatched:unpublished(404 likely),261,0,0.000000
1524,12312,unmatched:unpublished(404 likely),53,0,0.000000
1525,12315,unmatched:unpublished(404 likely),81,0,0.000000
1526,12321,unmatched:unpublished(404 likely),149,0,0.000000
1527,12328,unmatched:unpublished(404 likely),226,0,0.000000
1528,12329,unmatched:unpublished(404 likely),56,0,0.000000
1529,12335,unmatched:unpublished(404 likely),106,0,0.000000
1530,12341,unmatched:unpublished(404 likely),63,0,0.000000
1531,12342,unmatched:unpublished(404 likely),102,0,0.000000
1532,12346,unmatched:unpublished(404 likely),95,0,0.000000
1533,12362,unmatched:unpublished(404 likely),149,0,0.000000
1534,12377,unmatched:unpublished(404 likely),531,0,0.000000
1535,12378,unmatched:unpublished(404 likely),113,0,0.000000
1536,12383,unmatched:unpublished(404 likely),293,0,0.000000
1537,12385,unmatched:unpublished(404 likely),71,0,0.000000
1538,12389,unmatched:unpublished(404 likely),162,0,0.000000
1539,12390,unmatched:unpublished(404 likely),1051,0,0.000000
1540,12391,unmatched:unpublished(404 likely),64,0,0.000000
1541,12392,unmatched:unpublished(404 likely),408,0,0.000000
1542,12393,unmatched:unpublished(404 likely),57,0,0.000000
1543,12408,unmatched:unpublished(404 likely),131,0,0.000000
1544,12420,unmatched:unpublished(404 likely),1555,0,0.000000
1545,12422,unmatched:unpublished(404 likely),97,0,0.000000
1546,12424,unmatched:unpublished(404 likely),53,0,0.000000
1547,12428,unmatched:unpublished(404 likely),302,0,0.000000
1548,12430,unmatched:unpublished(404 likely),125,0,0.000000
1549,12447,unmatched:unpublished(404 likely),50,0,0.000000
1550,12452,unmatched:unpublished(404 likely),85,0,0.000000
1551,12458,unmatched:unpublished(404 likely),57,0,0.000000
1552,12462,unmatched:unpublished(404 likely),68,0,0.000000
1553,12476,unmatched:unpublished(404 likely),61,0,0.000000
1554,12483,unmatched:unpublished(404 likely),54,0,0.000000
1555,12503,unmatched:unpublished(404 likely),51,0,0.000000
1556,12512,unmatched:unpublished(404 likely),145,0,0.000000
1557,12517,unmatched:unpublished(404 likely),181,0,0.000000
1558,12533,unmatched:unpublished(404 likely),55,0,0.000000
1559,12545,unmatched:unpublished(404 likely),94,0,0.000000
1560,12596,unmatched:unpublished(404 likely),142,0,0.000000
1561,12606,unmatched:unpublished(404 likely),220,0,0.000000
1562,12607,unmatched:unpublished(404 likely),3583,0,0.000000
1563,12617,unmatched:unpublished(404 likely),236,0,0.000000
1564,12623,unmatched:unpublished(404 likely),107,0,0.000000
1565,12626,unmatched:unpublished(404 likely),119,0,0.000000
1566,12633,unmatched:unpublished(404 likely),92,0,0.000000
1567,12634,unmatched:unpublished(404 likely),681,0,0.000000
1568,12635,unmatched:unpublished(404 likely),88,0,0.000000
1569,12638,unmatched:unpublished(404 likely),1416,0,0.000000
1570,12639,unmatched:unpublished(404 likely),160,0,0.000000
1571,12652,unmatched:unpublished(404 likely),114,0,0.000000
1572,12655,unmatched:unpublished(404 likely),244,0,0.000000
1573,12656,unmatched:unpublished(404 likely),185,0,0.000000
1574,12659,unmatched:unpublished(404 likely),179,0,0.000000
1575,12662,unmatched:unpublished(404 likely),338,0,0.000000
1576,12664,unmatched:unpublished(404 likely),822,0,0.000000
1577,12668,unmatched:unpublished(404 likely),961,0,0.000000
1578,12673,unmatched:unpublished(404 likely),484,0,0.000000
1579,12674,unmatched:unpublished(404 likely),94,0,0.000000
1580,12676,unmatched:unpublished(404 likely),69,0,0.000000
1581,12682,unmatched:unpublished(404 likely),64,0,0.000000
1582,12691,unmatched:unpublished(404 likely),69,0,0.000000
1583,12696,unmatched:unpublished(404 likely),71,0,0.000000
1584,12711,unmatched:unpublished(404 likely),86,0,0.000000
1585,12716,unmatched:unpublished(404 likely),276,0,0.000000
1586,12722,unmatched:unpublished(404 likely),287,0,0.000000
1587,12728,unmatched:unpublished(404 likely),223,0,0.000000
1588,12736,unmatched:unpublished(404 likely),411,0,0.000000
1589,12748,unmatched:unpublished(404 likely),78,0,0.000000
1590,12753,unmatched:unpublished(404 likely),394,0,0.000000
1591,12757,unmatched:unpublished(404 likely),815,0,0.000000
1592,12758,unmatched:unpublished(404 likely),120,0,0.000000
1593,12768,unmatched:unpublished(404 likely),53,0,0.000000
1594,12777,unmatched:unpublished(404 likely),59,0,0.000000
1595,12778,unmatched:unpublished(404 likely),74,0,0.000000
1596,12783,unmatched:unpublished(404 likely),136,0,0.000000
1597,12790,unmatched:unpublished(404 likely),396,0,0.000000
1598,12799,unmatched:unpublished(404 likely),87,0,0.000000
1599,12802,unmatched:unpublished(404 likely),213,0,0.000000
1600,12810,unmatched:unpublished(404 likely),264,0,0.000000
1601,12813,unmatched:unpublished(404 likely),51,0,0.000000
1602,12819,unmatched:unpublished(404 likely),170,0,0.000000
1603,12821,unmatched:unpublished(404 likely),362,0,0.000000
1604,12829,unmatched:unpublished(404 likely),81,0,0.000000
1605,12832,unmatched:unpublished(404 likely),223,0,0.000000
1606,12837,unmatched:unpublished(404 likely),560,0,0.000000
1607,12841,unmatched:unpublished(404 likely),82,0,0.000000
1608,12852,unmatched:unpublished(404 likely),76,0,0.000000
1609,12870,unmatched:unpublished(404 likely),51,0,0.000000
1610,12872,unmatched:unpublished(404 likely),100,0,0.000000
1611,12884,unmatched:unpublished(404 likely),178,0,0.000000
1612,12888,unmatched:unpublished(404 likely),104,0,0.000000
1613,12900,unmatched:unpublished(404 likely),394,0,0.000000
1614,12909,unmatched:unpublished(404 likely),60,0,0.000000
1615,12933,unmatched:unpublished(404 likely),209,0,0.000000
1616,12945,unmatched:unpublished(404 likely),173,0,0.000000
1617,12951,unmatched:unpublished(404 likely),262,0,0.000000
